Ind,Pop,B114_1,B114_2,B159__1,B159_2,WGA_1,WGA_2,A5_1,A5_2,B157_1,B157_2,B212_1,B212_2,B121_1,B121_2,B147_1,B147_2,B249_1,B249_2,B262_1,B262_2,B264_1,B264_2
C1613,9101113b,248,276,104,124,163,165,203,207,160,160,215,239,177,179,333,339,191,191,340,350,237,237
C3173,9101113b,248,276,122,128,0,0,199,205,160,166,253,257,177,183,333,341,169,189,318,340,235,239
C3204,9101113b,276,286,124,130,163,179,207,207,156,166,217,237,181,181,327,333,181,185,317,340,221,221
C3223,9101113b,254,254,124,128,161,161,203,209,166,166,217,259,179,187,327,341,187,191,0,0,221,221
C3258,9101113b,248,258,120,122,155,163,209,211,166,166,211,217,177,181,0,0,169,183,0,0,221,227
C3262,9101113b,248,278,104,156,163,175,199,219,166,166,217,235,170,183,327,333,169,189,315,338,221,221
C3270,9101113b,254,276,122,128,155,163,205,207,164,166,213,235,177,183,331,339,169,181,318,340,239,239
C3300,9101113b,254,276,124,126,163,177,203,205,160,162,217,235,170,181,327,335,183,185,340,340,221,221
C3330,9101113b,248,248,104,120,159,177,197,211,160,160,213,217,170,177,341,341,169,187,315,318,235,237
C3390,9101113b,248,248,124,126,155,175,203,207,160,166,217,235,170,183,327,331,185,189,0,0,221,221
C3424,9101113b,248,276,104,128,175,181,0,0,156,166,225,235,183,187,329,333,181,187,317,336,235,235
C3958,9101113b,248,248,104,130,171,177,203,217,161,167,212,212,177,183,335,335,169,181,317,317,235,235
C3962,9101113b,256,256,104,134,179,179,203,205,161,167,217,217,177,187,327,343,181,181,317,340,239,239
C4019,9101113b,260,280,104,140,159,163,199,201,161,162,215,215,185,187,327,333,181,187,317,317,235,235
C3995,9101113b,0,0,104,104,0,0,203,203,158,167,215,215,179,187,335,341,169,183,330,340,221,239
C4000,9101113b,248,276,104,136,155,181,199,203,158,161,233,240,181,189,333,341,187,191,317,340,223,239
C4002,9101113b,248,276,104,130,163,179,203,205,158,167,213,233,179,183,333,333,183,189,330,344,235,239
C4006,9101113b,248,254,104,120,163,179,203,209,164,166,217,217,177,183,333,333,181,181,334,334,237,237
U1941,APA12PACb,254,272,124,128,161,173,203,215,160,160,243,245,171,183,339,341,187,187,316,334,221,235
U1942,APA12PACb,280,282,128,136,165,171,209,219,157,157,213,213,171,189,339,343,169,183,318,354,235,239
U1957,APA12PACb,0,0,104,122,163,179,207,211,160,166,211,225,183,183,333,339,169,187,316,320,221,221
U2016,APA12PACb,248,284,104,120,165,167,201,201,166,166,221,221,171,189,327,339,183,187,320,320,227,235
U2021,APA12PACb,248,256,128,130,155,165,207,209,160,166,0,0,183,187,337,341,169,183,316,316,223,223
U2022,APA12PACb,256,276,120,134,167,169,205,207,160,166,233,251,179,183,327,331,183,187,318,334,235,235
U2023,APA12PACb,248,272,128,134,155,173,205,207,157,164,217,233,171,179,331,337,183,187,318,320,221,221
U2024,APA12PACb,248,260,124,124,159,171,203,207,162,166,229,251,179,179,333,339,189,191,330,356,235,239
U2025,APA12PACb,248,248,124,134,161,173,203,211,166,166,0,0,179,187,333,335,181,187,326,342,221,249
U2026,APA12PACb,272,276,120,124,163,171,197,207,157,166,201,213,179,179,333,341,183,189,318,352,235,235
U2027,APA12PACb,254,256,122,124,163,175,199,207,157,160,205,213,179,187,333,337,187,193,338,342,231,237
U2028,APA12PACb,260,280,124,132,161,171,207,217,157,164,207,229,179,189,339,339,169,169,318,358,221,249
U2029,APA12PACb,256,280,104,130,161,169,205,211,164,164,217,251,185,189,327,337,183,187,338,344,237,237
U2030,APA12PACb,248,260,130,134,159,161,205,207,164,166,221,233,171,179,339,339,169,169,320,340,233,235
U2031,APA12PACb,260,266,124,130,161,165,203,217,157,166,215,221,171,171,333,339,169,187,320,338,221,235
U1943,APA12PACb,256,276,128,128,163,179,199,205,164,166,219,223,179,187,335,337,183,191,330,334,221,221
U1944,APA12PACb,254,276,104,128,155,161,199,211,160,166,215,219,185,187,335,337,169,183,330,340,221,235
U1945,APA12PACb,254,274,124,130,163,165,209,211,166,166,213,257,171,191,335,337,169,181,330,334,235,235
U1946,APA12PACb,248,256,104,128,159,165,199,207,160,166,215,229,177,185,333,337,183,187,318,340,221,227
U1947,APA12PACb,248,280,104,120,167,167,199,207,164,166,211,239,179,189,331,339,169,187,318,320,223,223
U1948,APA12PACb,248,248,104,140,163,173,199,205,157,166,235,239,179,183,327,341,169,191,318,352,241,241
U1949,APA12PACb,256,266,104,134,155,163,199,207,164,166,235,237,171,177,327,339,181,183,316,330,227,235
U1955,APA12PACb,252,280,124,130,163,175,203,207,164,166,235,239,177,189,339,339,169,187,328,338,221,221
U2005,APA12PACb,258,260,128,130,163,171,197,213,166,166,227,259,179,183,335,339,183,187,334,352,221,221
U2006,APA12PACb,248,288,104,146,163,165,203,213,160,166,215,225,171,185,339,339,169,187,316,318,229,235
U2007,APA12PACb,256,258,124,146,161,165,203,203,166,166,225,235,179,187,339,339,187,187,318,328,221,235
U2008,APA12PACb,252,258,120,146,161,161,209,213,160,166,217,231,171,181,333,339,169,187,318,352,229,229
U2010,APA12PACb,258,288,104,120,161,171,0,0,166,166,213,217,183,189,333,333,181,183,316,336,235,235
U2012,APA12PACb,248,256,120,130,165,167,209,217,160,166,217,223,171,171,333,339,183,187,326,334,235,245
U2014,APA12PACb,248,248,122,128,155,161,199,211,160,168,217,217,179,185,331,333,169,187,316,332,235,251
U2702,APA12PACb,248,260,128,132,163,179,203,219,160,166,217,265,187,189,337,339,191,193,318,326,221,233
U2703,APA12PACb,254,286,122,130,165,179,203,207,160,168,217,223,179,179,337,337,169,193,316,316,221,233
U2704,APA12PACb,256,256,104,120,163,165,207,209,164,166,203,225,187,187,339,341,181,187,318,340,221,221
U2706,APA12PACb,258,270,104,122,161,171,0,0,160,164,0,0,171,177,333,337,169,177,318,344,221,237
U2707,APA12PACb,248,248,104,115,159,165,207,207,159,164,219,227,171,171,333,333,183,187,318,330,237,237
U2708,APA12PACb,248,248,124,132,161,167,209,217,157,164,217,251,171,177,327,333,169,169,318,338,225,235
U2698,APA12PACb,248,264,104,122,159,165,205,211,160,160,215,229,171,183,333,339,181,183,318,326,235,235
U2700,APA12PACb,258,274,120,130,161,167,203,211,157,166,215,261,171,173,333,341,187,191,318,334,221,235
U1924,APA12PACb,248,278,104,130,161,163,207,207,166,168,215,257,183,195,327,339,183,197,326,344,235,237
U1930,APA12PACb,248,254,124,124,163,171,207,207,166,166,205,253,171,183,331,343,183,187,316,340,237,241
U1931,APA12PACb,248,254,104,124,159,171,203,207,166,168,217,257,171,171,333,343,181,183,316,318,221,235
U1933,APA12PACb,248,248,124,124,161,167,199,203,157,166,231,257,171,177,343,343,169,183,318,328,223,237
U1934,APA12PACb,248,286,120,120,161,177,203,217,157,166,213,243,185,187,339,339,177,183,318,330,221,227
U1935,APA12PACb,276,282,104,128,161,167,203,217,166,166,205,257,185,185,333,333,187,191,316,318,221,227
U1936,APA12PACb,254,280,104,124,161,163,207,207,157,166,231,257,171,171,331,335,173,187,318,338,0,0
U1938,APA12PACb,260,280,104,128,163,167,207,211,157,168,231,255,171,171,333,343,181,187,318,318,229,235
U1939,APA12PACb,248,280,122,128,163,171,201,207,157,160,207,217,171,187,341,343,169,189,318,326,221,221
U1950,APA12PACb,256,256,115,115,171,171,201,207,166,168,215,217,181,185,329,333,169,187,326,340,227,235
U1951,APA12PACb,256,280,124,136,163,165,207,217,157,166,211,229,179,189,331,333,169,175,318,318,221,227
U1953,APA12PACb,262,278,124,124,169,175,207,207,160,166,221,237,171,185,333,339,169,183,318,318,221,235
U1954,APA12PACb,256,262,124,130,161,163,203,207,166,166,229,229,171,185,331,335,169,169,316,320,221,223
U2044,APA12PACb,248,254,128,134,171,171,205,217,160,166,213,261,179,189,337,339,173,181,316,318,225,235
U2045,APA12PACb,254,272,124,132,171,173,199,207,160,168,213,229,181,185,339,339,169,191,318,342,229,229
U2047,APA12PACb,254,276,128,136,147,157,199,207,160,160,227,227,189,189,333,341,183,191,316,318,233,235
U2048,APA12PACb,260,286,132,132,165,173,199,209,160,160,213,229,171,183,333,333,183,183,338,342,229,239
U2050,APA12PACb,248,260,120,122,157,161,199,209,160,164,213,215,179,185,337,339,169,181,318,344,235,237
U2051,APA12PACb,254,254,120,134,163,171,199,199,164,166,203,213,171,177,333,337,183,187,318,318,235,237
U2056,APA12PACb,254,280,115,130,163,165,207,217,164,166,221,247,171,171,333,339,183,183,334,356,235,235
U2057,APA12PACb,280,282,104,124,167,173,203,205,166,166,223,229,185,193,333,339,169,183,332,334,237,237
U2058,APA12PACb,248,282,124,136,163,163,203,205,160,160,229,255,185,187,331,331,173,191,320,334,235,235
U2059,APA12PACb,282,284,104,122,159,167,203,203,160,164,0,0,181,193,331,331,169,187,326,334,221,221
U2060,APA12PACb,248,254,124,146,159,173,199,207,160,166,217,247,171,185,333,343,183,187,318,344,235,237
U2061,APA12PACb,272,280,128,130,163,169,199,207,166,166,233,247,185,187,327,339,183,183,318,356,221,221
U2062,APA12PACb,262,272,130,132,163,163,199,205,160,166,0,0,171,187,333,333,169,189,320,356,235,235
U2063,APA12PACb,248,272,124,130,159,167,199,203,166,166,0,0,171,187,333,339,169,183,318,344,221,221
U2065,APA12PACb,258,258,104,136,159,171,207,207,164,166,227,265,185,187,333,335,169,191,330,340,235,235
U2067,APA12PACb,248,268,104,124,161,163,205,217,157,160,217,227,171,177,333,339,169,169,328,338,237,237
U2068,APA12PACb,254,268,120,124,161,163,207,207,157,166,215,227,177,177,333,333,169,181,316,318,221,237
U2069,APA12PACb,248,254,120,128,167,167,199,207,160,166,217,231,171,185,335,339,187,187,338,344,221,235
U2070,APA12PACb,268,288,124,128,163,165,207,211,160,166,211,243,177,187,333,343,187,191,316,344,221,237
U2071,APA12PACb,258,258,128,128,173,175,205,207,157,166,227,237,171,185,327,333,191,191,316,344,223,235
U2076,APA12PACb,268,280,128,128,157,163,199,207,157,166,231,247,171,177,341,343,169,183,338,344,221,235
U2077,APA12PACb,248,280,122,124,163,171,199,203,160,166,217,239,171,189,333,343,183,189,318,346,221,237
U2082,APA12PACb,254,268,120,124,161,167,205,207,157,160,227,259,177,177,335,343,177,187,318,328,221,237
U2084,APA12PACb,256,280,122,122,167,177,207,207,157,166,213,257,171,189,333,339,177,187,328,340,221,221
U2089,APA12PACb,276,284,104,124,161,175,199,205,164,166,229,263,177,187,333,335,179,183,316,326,235,235
U2090,APA12PACb,248,276,122,124,161,165,203,205,157,166,209,229,171,181,335,343,183,187,338,340,221,235
U2098,APA12PACb,272,272,120,122,163,165,207,207,164,166,223,259,185,189,331,333,169,191,326,328,223,223
U2108,APA12PACb,248,276,104,128,155,163,199,207,154,154,239,239,181,183,327,335,187,187,318,318,223,243
U2111,APA12PACb,248,258,122,124,165,169,203,209,164,166,217,223,171,179,335,339,169,189,340,344,235,235
U2113,APA12PACb,248,276,130,130,165,165,207,209,166,168,225,245,179,187,331,335,191,193,326,344,243,243
U2114,APA12PACb,248,266,104,130,165,173,209,213,160,166,221,225,179,183,335,339,187,193,334,344,221,235
U2115,APA12PACb,248,248,104,128,161,169,207,209,166,166,217,257,185,187,331,333,169,181,320,344,235,235
U2116,APA12PACb,254,284,130,136,161,163,0,0,157,167,205,231,189,193,333,337,169,169,334,344,227,227
U2117,APA12PACb,248,266,122,130,165,177,203,207,164,166,241,243,177,181,327,335,181,195,316,330,221,221
U2119,APA12PACb,248,248,104,128,161,163,195,209,157,168,233,263,179,179,333,341,169,189,318,344,221,223
U2120,APA12PACb,248,254,104,136,163,167,207,215,160,166,213,217,177,185,329,329,183,191,328,340,227,229
U2664,APA12PACb,254,256,104,128,157,171,205,207,160,160,205,239,177,189,333,339,185,189,316,332,221,235
U1198,BV,248,278,130,130,163,167,207,207,160,162,0,0,171,185,327,333,173,183,316,318,237,239
U1199,BV,256,276,130,132,163,171,203,207,157,164,221,229,179,185,333,335,169,187,336,346,223,235
U1200,BV,256,264,120,130,155,163,207,211,160,166,215,251,185,189,333,335,181,191,318,320,223,235
U1201,BV,250,260,122,132,155,169,205,209,154,166,227,237,177,189,329,333,169,187,318,344,235,237
U1202,BV,256,260,104,132,155,163,209,217,164,166,227,263,175,177,333,335,169,169,318,326,227,229
U1203,BV,254,268,132,138,163,171,203,203,157,166,213,215,171,191,331,337,183,183,318,318,221,237
U1205,BV,248,250,124,130,161,165,207,217,166,166,211,221,189,189,327,333,187,191,318,326,235,235
U1206,BV,248,254,124,138,163,163,203,207,160,168,213,215,177,189,333,343,183,187,326,326,233,235
U1207,BV,248,270,104,138,163,163,203,207,166,168,219,231,177,189,329,333,183,187,318,342,235,237
U1208,BV,248,260,104,132,163,165,203,207,166,168,213,219,171,189,333,333,183,191,318,326,227,237
U1209,BV,250,262,120,132,163,169,203,211,166,166,211,263,177,189,333,339,183,191,318,326,235,235
U1210,BV,248,248,128,138,163,163,209,217,160,166,215,221,181,189,327,333,169,183,326,334,223,235
U1211,BV,248,258,132,138,163,177,207,211,164,166,211,223,171,179,337,339,169,191,318,318,221,235
U1212,BV,256,286,104,120,171,173,211,217,166,166,217,219,171,179,333,339,187,187,318,340,221,235
U1213,BV,248,258,130,138,163,167,207,207,160,160,221,223,171,187,337,339,169,187,318,340,235,239
U1214,BV,248,248,120,132,161,169,203,217,154,166,0,0,179,179,333,341,183,191,318,330,221,235
U1215,BV,248,248,132,132,163,169,217,217,157,168,213,219,179,189,329,335,169,187,318,326,235,237
U1224,BV,250,262,120,124,155,165,203,205,154,166,215,229,187,189,329,335,169,183,326,326,221,235
U1227,BV,248,260,104,128,155,167,209,215,160,169,223,233,177,185,335,335,169,187,322,326,235,237
U1229,BV,254,258,104,120,163,171,199,209,157,168,223,233,177,193,327,337,169,191,318,352,233,235
U1230,BV,248,254,104,124,161,163,207,209,157,160,223,237,177,185,329,337,169,169,328,330,219,219
U1231,BV,248,254,124,148,161,163,207,209,164,166,223,241,177,185,333,333,169,183,320,330,219,227
U1232,BV,258,268,104,148,161,161,199,209,157,166,223,241,171,189,333,335,169,173,328,352,221,233
U1233,BV,252,252,104,124,163,171,194,203,157,157,269,271,177,177,329,335,0,0,318,318,221,221
U1234,BV,248,260,104,148,161,163,207,207,160,166,223,227,171,183,333,333,173,189,318,320,227,229
U1235,BV,256,268,124,148,155,169,199,209,160,168,215,227,185,189,331,333,183,191,318,328,221,245
U1236,BV,248,264,124,128,163,165,203,209,160,166,215,221,187,189,331,333,187,191,318,340,221,221
U1238,BV,248,274,104,124,165,169,203,211,157,166,215,257,185,189,331,337,187,191,318,326,221,221
U1239,BV,254,276,124,134,163,165,203,207,157,166,221,231,179,185,331,333,169,183,318,326,221,235
U1240,BV,258,268,124,128,163,163,203,211,157,166,237,257,185,189,331,333,191,191,318,326,237,237
U1242,BV,248,248,130,138,163,165,205,207,160,166,227,233,177,177,333,337,169,191,326,352,237,239
U1243,BV,254,258,104,152,163,163,197,205,160,166,215,227,177,185,337,337,169,169,332,352,231,237
U1245,BV,248,254,120,138,159,163,207,207,160,166,221,223,185,185,333,337,183,195,318,326,235,237
U1246,BV,248,276,104,138,155,169,199,207,160,166,217,227,177,179,337,337,173,187,338,340,221,237
U1251,BV,258,266,120,130,169,171,207,211,166,166,215,251,171,189,337,339,191,193,320,340,235,235
U1273,BV,248,254,104,104,165,167,207,215,0,0,0,0,171,185,335,339,187,187,318,322,235,235
U1274,BV,248,256,104,128,159,173,199,211,166,168,215,217,169,171,333,335,183,187,322,340,235,235
U1294,BV,250,278,122,124,155,169,207,211,154,168,231,233,189,189,329,331,183,187,318,318,223,235
U1307,BV,250,260,128,130,161,171,0,0,159,166,219,241,177,189,339,339,191,191,318,346,225,235
U1314,BV,258,270,104,128,159,169,203,211,162,166,237,239,189,189,333,339,183,187,318,334,0,0
U1315,BV,248,260,104,128,155,163,211,211,166,166,215,265,171,177,327,335,191,193,318,330,227,235
U1319,BV,274,280,104,109,161,167,211,217,166,166,213,235,177,185,333,333,169,193,334,340,227,235
U1320,BV,262,272,104,124,155,165,199,205,157,157,221,253,171,189,339,341,183,187,326,328,223,235
U1324,BV,248,254,132,132,155,163,203,211,154,166,215,223,171,193,327,333,173,187,320,338,221,221
U1331,BV,250,254,130,132,155,163,199,209,166,168,0,0,185,189,339,339,187,189,318,346,221,235
U1333,BV,248,248,104,124,155,167,203,211,166,166,0,0,179,185,335,339,169,183,316,326,221,221
U1340,BV,276,278,104,134,163,167,199,207,160,166,223,269,179,187,337,339,169,189,318,326,235,247
U1341,BV,256,278,120,136,163,165,199,211,164,166,0,0,189,189,333,335,189,191,326,340,235,235
U1344,BV,262,276,126,130,167,171,209,213,160,166,0,0,171,183,327,337,169,183,316,318,221,235
U1345,BV,256,268,104,124,165,167,199,199,160,169,217,239,171,189,331,335,187,191,326,340,221,235
U1346,BV,248,256,104,148,155,169,199,207,157,164,223,265,171,187,333,335,183,183,318,326,221,223
U1347,BV,248,272,120,124,165,173,207,215,160,160,223,233,171,185,335,339,169,191,322,344,233,241
U1348,BV,248,260,138,138,169,185,199,199,166,168,213,241,177,189,333,339,173,187,318,346,225,237
U1349,BV,248,276,130,132,155,163,207,211,164,166,215,251,181,185,331,333,183,183,320,344,229,235
U1354,BV,248,264,124,138,163,169,199,209,157,167,221,237,187,189,331,333,191,191,330,340,221,245
U1375,BV,248,254,104,136,161,165,207,211,160,166,221,233,177,187,339,343,169,183,328,334,223,235
U1383,BV,248,270,124,136,167,171,199,211,166,169,215,231,177,191,0,0,183,183,326,330,221,235
U1385,BV,248,276,104,128,155,157,203,207,160,169,213,225,181,183,327,333,183,191,318,318,227,243
U1386,BV,274,276,130,130,167,173,203,213,160,160,227,243,171,171,331,337,183,187,316,330,221,221
U1413,BV,248,260,124,132,0,0,209,211,164,168,219,227,177,179,333,339,169,183,318,344,227,235
U1417,BV,258,276,124,130,163,167,207,213,166,168,0,0,171,189,333,337,169,183,318,340,235,239
U1852,BVT,248,280,128,130,161,163,197,209,157,164,213,215,171,179,329,333,183,183,318,320,221,237
U1853,BVT,248,280,124,130,159,161,201,211,157,166,239,269,171,185,331,333,169,183,318,334,221,221
U1854,BVT,248,248,130,136,161,171,209,215,160,166,221,233,181,193,333,343,183,183,318,336,221,237
U1855,BVT,254,264,124,128,155,177,207,211,166,168,215,229,171,177,333,333,183,187,318,320,237,237
U1858,BVT,248,276,128,130,155,163,203,207,166,166,231,231,171,179,327,333,187,191,320,320,237,237
U1859,BVT,264,280,122,128,171,171,207,209,164,166,211,227,171,185,333,339,169,173,318,352,217,221
U1860,BVT,248,288,104,115,167,173,209,209,164,169,229,239,171,185,329,339,173,189,328,340,221,221
U1861,BVT,248,248,128,136,155,173,207,211,164,166,221,229,181,185,331,339,173,193,326,340,221,221
U1862,BVT,248,256,124,130,163,171,207,211,157,164,227,243,177,193,339,339,169,183,318,338,221,227
U1863,BVT,250,278,130,136,163,175,211,211,157,166,217,227,177,193,337,339,169,187,318,318,221,221
U1865,BVT,248,256,122,134,165,177,203,207,160,166,223,239,171,177,333,341,183,187,318,352,221,237
U1871,BVT,256,278,120,128,161,167,205,209,157,168,229,245,177,177,333,333,169,183,326,330,221,221
U1873,BVT,256,278,104,120,155,155,203,207,164,164,213,219,179,187,333,339,169,183,338,340,223,229
U1875,BVT,278,282,128,130,163,167,207,207,157,160,213,213,177,183,331,335,169,191,336,352,221,221
U1876,BVT,248,282,104,130,167,177,203,207,160,166,213,233,183,189,333,341,191,193,318,338,233,235
U2448,BVTGMVT2,248,260,104,120,159,163,203,207,160,160,217,227,177,189,327,337,185,187,316,342,221,221
U2449,BVTGMVT2,248,256,124,128,157,165,203,203,164,166,233,241,177,179,327,333,187,187,318,338,237,237
U2450,BVTGMVT2,252,282,124,128,173,173,197,207,162,166,221,235,185,193,339,339,183,185,318,356,235,235
U2451,BVTGMVT2,248,254,122,124,165,167,199,205,157,166,213,235,177,181,0,0,169,183,0,0,221,237
U2453,BVTGMVT2,248,278,104,124,175,177,205,207,166,166,213,237,177,185,333,333,187,191,334,336,227,235
U2454,BVTGMVT2,248,264,128,130,175,175,207,207,164,166,223,223,171,177,339,343,169,183,318,320,239,243
U2455,BVTGMVT2,248,258,128,158,159,175,207,211,166,166,229,255,179,179,333,333,179,183,334,340,235,235
U2456,BVTGMVT2,258,282,104,124,155,173,203,207,164,166,215,217,171,179,335,339,187,191,318,326,0,0
U2457,BVTGMVT2,248,276,104,134,165,173,207,211,157,164,227,241,179,187,335,337,185,187,340,340,221,221
U2458,BVTGMVT2,248,276,130,134,173,173,207,211,164,168,215,241,187,189,333,339,187,187,320,330,221,235
U2459,BVTGMVT2,258,272,124,128,155,175,209,219,164,166,215,217,177,183,333,341,183,193,318,348,235,237
U2460,BVTGMVT2,248,258,128,136,161,171,201,205,157,166,215,229,179,185,333,343,169,169,318,340,235,235
U2461,BVTGMVT2,252,272,104,124,151,171,207,211,166,169,225,229,177,179,333,337,169,189,316,346,227,227
U1826,BVTGMVT2,248,254,122,124,161,177,211,211,160,164,221,255,177,185,331,339,169,183,334,334,221,235
U1827,BVTGMVT2,248,262,104,128,155,177,205,213,160,164,213,229,171,171,339,339,169,191,316,334,221,235
U1828,BVTGMVT2,248,290,130,130,159,169,205,207,166,166,233,243,171,187,333,339,181,183,318,340,221,227
U1829,BVTGMVT2,248,254,104,136,163,163,211,217,160,168,215,217,171,181,333,335,169,179,318,338,235,237
U1831,BVTGMVT2,254,268,124,128,161,163,209,213,164,169,219,243,177,187,333,339,169,191,316,326,235,237
U1832,BVTGMVT2,248,248,122,128,163,167,205,211,160,166,233,241,171,181,333,335,179,187,320,338,221,237
U1833,BVTGMVT2,248,254,124,142,165,175,211,211,166,166,233,233,171,171,331,333,169,183,332,334,221,221
U1834,BVTGMVT2,252,254,104,124,159,163,199,207,164,169,219,233,171,177,339,343,183,187,316,330,0,0
U1835,BVTGMVT2,248,260,122,130,161,163,211,211,157,164,217,233,171,187,333,339,169,187,334,338,221,237
U1836,BVTGMVT2,248,264,122,132,159,163,211,217,157,160,217,231,169,185,335,339,167,185,0,0,219,235
U1837,BVTGMVT2,248,254,104,122,155,163,211,219,160,166,217,261,187,191,335,339,187,187,338,344,221,227
U1838,BVTGMVT2,254,254,120,124,155,163,199,207,166,169,217,243,177,181,333,343,187,187,316,336,227,235
U1839,BVTGMVT2,264,290,124,128,161,163,203,213,160,169,215,243,171,177,333,343,183,191,318,336,221,221
U1840,BVTGMVT2,248,264,124,130,163,167,213,219,160,169,0,0,177,181,333,339,187,191,316,320,221,221
U1842,BVTGMVT2,254,276,124,128,161,163,207,213,164,166,233,235,177,183,335,343,189,191,336,342,235,235
U1844,BVTGMVT2,256,264,124,128,161,165,199,209,0,0,0,0,179,181,333,343,181,191,318,336,235,237
U1845,BVTGMVT2,254,274,104,124,161,163,199,205,166,169,219,243,177,193,339,343,169,187,318,336,227,235
U1846,BVTGMVT2,254,290,124,128,161,163,213,219,160,169,217,233,171,177,333,343,183,187,316,328,221,235
U1762,CNF,264,282,122,132,159,161,211,211,157,164,211,217,177,185,339,341,169,183,338,340,221,237
U1763,CNF,252,272,130,132,161,163,207,211,164,166,215,225,185,187,333,339,169,187,330,338,241,241
U1766,CNF,264,284,130,136,159,163,207,211,157,164,215,225,177,185,333,343,169,187,330,340,0,0
U1767,CNF,264,276,128,136,159,169,207,211,164,166,215,217,185,189,335,339,169,183,320,338,227,227
U1770,CNF,270,276,104,130,163,165,211,211,164,166,215,233,171,187,333,339,169,191,318,338,227,235
U1772,CNF,270,270,122,130,155,163,211,211,157,166,205,249,177,177,327,333,189,191,318,338,227,237
U1773,CNF,282,284,104,122,159,163,199,211,164,166,215,229,171,177,327,333,169,189,326,338,0,0
U1777,CNF,270,284,122,130,155,163,199,219,166,168,229,247,177,187,333,333,169,189,338,338,235,235
U1778,CNF,248,270,130,132,155,171,207,211,157,166,233,249,171,189,329,333,189,189,318,340,221,237
U1779,CNF,252,274,122,128,165,171,199,211,157,166,229,233,171,185,333,337,169,191,318,338,235,235
U1780,CNF,270,284,130,132,159,171,207,219,157,164,235,253,171,177,341,343,187,191,330,338,229,235
U1781,CNF,270,284,130,130,159,163,211,219,164,166,221,235,177,177,333,339,187,189,318,340,235,235
U1786,CNF,252,270,128,136,167,175,207,211,160,164,221,233,171,177,337,339,189,191,338,344,227,227
U1789,CNF,272,284,130,132,157,167,207,211,160,164,205,215,177,189,333,337,181,189,318,328,227,229
U1790,CNF,272,284,132,136,155,175,207,219,164,168,225,229,171,177,339,343,187,187,326,338,221,227
U2467,FKN,270,276,122,128,155,163,207,219,166,166,221,259,189,189,331,333,185,189,316,316,221,249
U2468,FKN,254,260,132,134,163,165,199,205,166,166,221,253,171,177,341,341,189,191,316,318,221,227
U2469,FKN,248,262,122,128,163,163,207,219,160,166,221,221,169,183,333,339,189,199,316,318,221,237
U2470,FKN,248,260,104,128,163,163,203,217,157,160,221,237,171,177,333,339,193,199,328,338,235,237
U2472,FKN,248,260,104,126,163,165,199,219,162,166,0,0,189,193,335,339,183,191,316,318,221,221
U2473,FKN,248,260,104,104,155,171,209,219,166,168,215,219,183,193,339,339,183,189,318,348,221,235
U2475,FKN,260,276,104,122,155,163,211,211,160,166,221,263,179,193,339,341,169,183,316,348,221,235
U2477,FKN,248,256,122,128,167,167,205,207,159,166,219,259,185,189,327,339,169,187,334,344,235,237
U2478,FKN,256,282,132,134,161,167,211,211,156,160,227,259,177,187,333,339,181,187,320,336,239,239
U2482,FKN,248,258,120,128,169,179,199,209,157,164,213,215,177,187,337,339,169,187,336,346,233,235
U2483,FKN,248,254,104,128,163,163,209,211,157,157,221,231,185,189,333,337,187,187,318,334,221,235
U2484,FKN,248,248,122,132,163,163,207,209,160,166,215,225,177,187,331,333,169,187,326,346,233,235
U2485,FKN,248,272,128,132,161,169,207,209,157,166,215,231,179,187,337,339,173,187,316,346,235,235
U2487,FKN,248,254,126,132,165,169,207,207,157,157,217,217,185,187,0,0,183,187,318,338,235,235
